출원인,출원일,발명의 명칭,Original IPC All,요약,WIPS ON key
젠썸 게엠베하,2016-12-14,The control method of the neck part blower for the vehicle seat and this neck part blower,B60N-002/56," The present invention relates to the neck part blower (28) for producing the effective air flow (33) flowed out of the neck part blower towards the passenger for the vehicle seat (8). And the neck part blower comprises one or more air lifters (26, 26') for producing effective air flows (30, 34) in the domain of the headrest or the back of a chair top end portion. According to the invention, one or more compensating means in which it makes compensated caused by the interference flow in the around the passenger are provided. And and, one or more compensating means acts on the effective air flow on asymmetry. The asymmetric is given to the transverse section of the effective air flow in the domain of the inlet part of at least neck part blower. And it geometrics it thermodynamics the asymmetric relates to the parameter of at least one. ",3520144000445
주식회사 아이윈,2018-10-05,VENTILATION SEAT UNIT FOR VEHICLE,B60N-002/56 | B60N-002/58," It introduces the ventilation seat unit of the vehicles including the ventilation pad, the flow hole, and the support pillar which is the pillar shape which connects the upper side and lower-part while being located in the internal space of the ventilation pad and it supports the applied load in the ventilation pad upper side by a plurality of being located in the location which is not overlapped with the air injection hole and flow hole and being prepared The ventilation pad is the form of the hollow equipped with the internal space it is combined in the seat in vehicle foam pad rear surface it is formed with the plastic material. As to the flow hole, air of the internal space of the ventilation pad is circulated through the ventilation hole of the sheet form pad by being formed in the location arranged with the ventilation hole as the shape passing through the upper side of the ventilation pad. As to the support pillar which is the pillar shape which connects the upper side and lower-part while, the internal space of the ventilation pad is maintained. ",3520144000769
오토앤 주식회사,2019-11-21,A seatback cover assembly having air purifying apparatus of built-in type and a vehicle seat including the same,B60N-002/90 | B60H-003/06," The seat back cover assembly which this specification includes the air cleaner of the built-in type and the seat for a car including the same are disclosed. The seat back cover (110) in the seat back cover assembly according to a preferred embodiment of the present invention, and the air cleaner (120) equipped in the inner side of the seat back cover (110) to the built-in type are included. ",3520134000917
(주)굿프렌드,2018-10-19,A Massage Seat for Vehicle,B60N-002/90 | B60N-002/02," Disclosed is the seat to massage installed at the seat in vehicle having the headrest supporting the head of the back of a chair, supporting the seat occupant etc. and the seat, in which the seat occupant can sit down and seat occupant comprising the first connecting rod installed at body having the seat cover unit, in which the first engaging portion is formed in one side it is installed at the seat and the second engaging part which is installed at the back of a chair ; and is formed in order to be hinge-coupled with the first engaging portion in the lower part, and one side of the back of a chair cover unit having the vibration unit which can move up and down is installed inside body, and back of a chair cover unit in the height direction over at least one, and the combining unit having the second connecting rod which installed is combined with the first connecting rod over the height direction in the other side face of the back of a chair cover unit at least one. ",3520132000943
주식회사 대동시스템,2018-12-17,Car seat lumbar support unit with simplified structure and improved responsiveness,B60N-002/66 | B60N-002/02," The present invention relates to the rhumba support unit for the vehicle seat, and the simplification of the simplicity of the product design it implements with the configuration in which the first elevating unit and the rotary cylinder which makes operated the second elevating unit is not kept in custody are organically combined the elevating action of the upper bracket and the lower bracket determining the curvature position of the seat back rest is implemented the second motor, the second transfer screw and the second nut member (second elevating unit) are used the elevating action toward the lower bracket of the upper bracket determining the warp degree of the seat back rest is implemented by using the first motor, in which the design and manufacture are facilitated the first transfer screw and the first nut member and the structure thereof is made and it makes the fabrication cost reduce possible. Also it makes delivered to the direct lower bracket and upper bracket through the transfer screw and nut member and is the power source the effect that the trust of product according to the response rate improvement about the operation of each part can contribute to the improvement is expected. ",3520122001060
현대트랜시스 주식회사,2018-11-16,BACK BOARD JOINTING DEVICE OF SEAT FOR VEHICLE,B60N-002/68 | B60N-002/58 | B60N-002/70 | B60N-002/72," The present invention relates to the back board connecting apparatus of the seat for automobile preventing the flow and allophone of the back board adhered to the rear side of sheet etc. That is, the present invention is to provide the back board connecting apparatus of the seat for automobile which more forms the clip skeleton on the clip installation platform of the back board into one body and which mounts the separate body injection clip which is pressed down in the clip skeleton exhibits the hour elastic restoring force and increasing the assembly durability of the back board about the seat back and which the easily can suppress the assembling tolerance absorption and connection occurrence and in which the demount of the back board for the organizing is easily made. ",3520114000638
현대트랜시스 주식회사,2018-08-16,DEVICE FOR MOUNTING WIRING CONNECTOR IN THE SEAT OF VEHICLE,B60R-016/02 | B60N-002/68 | H01B-007/40 | H02G-003/04," The present invention relates to the wiring connector mounting device of the seat for automobile which easily fixes the connector and the various wire ring which passes the bottom surface space of sheet it mounts the bracket for the wiring connector fixing to the seat track it is controllable to the location. For this, the present invention is to provide the wiring connector mounting device of the seat for automobile comprised of the supporting pipe of the seat track, the wiring connector mounting bracket, and the locking member. As to the, multiple locking holes comprised the equal space are formed according to the left-right length direction. The wiring connector mounting bracket is separably set between each locking hole of the supporting pipe. The locking member adheres closely while covering a part of the wiring connector mounting bracket and supporting pipe and a part locks in the locking hole of the supporting pipe at the same time is connected. ",3520112000963
"브로제 파초이크타일레 에스이 운트 코. 콤만디트게젤샤프트, 밤베르크",2018-09-20,METHOD FOR OPERATING AN ELECTROMOTIVE MASSAGE DEVICE OF A SEAT,B60N-002/90 | A61H-023/02 | B60N-002/02," The invention relates to the method (52) operating especially, the electric-powered massage device (6) of the sheet (4) of the vehicle (2) comprising the massage driving part (20) having the electric motor (30). It is excited to the electric motor (30) ; the torque of the electric motor (30) is detected ; and the first standard value (66) is calculated. The occupation of one or more section (22) of the sheet (4) is determined based on the first standard value (66). The invention also relates the electric-powered massage device (6) of the sheet (4) and sheet (4) of the vehicle (2). ",3520104000596
강정식,2018-06-05,Vehicle seat shock absorption device,B60N-002/54 | B60N-002/70 | B60N-002/72," An object of the invention is to provide the seat for a car buffer. And the configuration of the present invention includes the base plate (10), the movable plate (20) arranged on the top of the base plate (10), the link (30) connected between the base plate (10) and movable plate (20), the rotation base (40), the buffer unit (50) moving up and down is combined in the rotation base (40) and supports the movable plate (20) in the lower part, and the rotation effector (60). And the link (30) is comprised of the link bar set in which a pair of link bars (32) are connected to X person shape by the medium of the middle hinge part (HG). It is characterized to be comprised in order to connect the base plate (10) and movable plate (20). The rotation base (40) is possible to rotate is equipped in the base plate (10). The rotation effector (60) is connected to the rotation base (40) and rotates the rotation base (40) so that the buffer unit (50) be ascended and descended based on the rotation base (40). ",3520102001060
애디언트 룩셈부르크 홀딩 에스.아 알.엘.,2016-09-15,The system for forming the headrest for the vehicle seat and the queue device which can be integrated with the headrest,B60N-002/865 | B60N-002/80 | B60N-002/862," The headrest for the vehicle seat is proposed. And the here the headrest is reversibly mobile on the first latching position and the second latching space between positions with the translation. And here the headrest the corotating has the shaft with the translation. And the here the shaft is connectable in and, the second latching position in the first latching position in the latching element. And moreover the latching element is connected to the shaft through the elasticity component. Moreover, the system for forming the queue device which can be integrated with the headrest is proposed. ",3520094000641
주식회사다스,2013-12-02,Ventilation installation for seat in automotive vehicle,B60N-002/56 | A47C-007/74 | B60H-001/00," The ventilation arrangement of the vehicle seat which can implement the cooling performance of the stable sheet by performing the compulsory ventilation of the external air by securing the space for the flow of the external air in the cushion pad of sheet and using the space are disclosed. The ventilation arrangement of the above-described sheet comprises the porous (16) formed in the cushion pad (14), and the porous (16), the accommodation space (18) which is formed it can communicate, and the rigidizer (20) installed within the accommodation space (18), and the air blast equipment (22) flowing in the external air as the accommodation space (18). ",3520094000123
공주대학교 산학협력단,2018-03-20,EXTENSION SEAT FOR LEG,B60N-002/02," The invention relates to the seat apparatus mounted on the vehicles is the feet extension sheet which with the left, and the right respective independence circulation the length change makes one part of sheet possible and is lightened, and comprises the driving part (140) which is positioned in the inner side of the panel portion (110) and the panel portion (110) positioned in the bottom part of sheet and the driving shaft (142) is installed at the end of the bracket (141) and the bracket (141) which is rotatable is adhered in the lower-part of the module unit (120) so that it is positioned in the front end face of the panel portion (110) and the module unit (120) which rectilinearly moves to front and the module unit (120) operate and is made of the lever (130) circulating the driving shaft (142). ",3520092000639
현대트랜시스 주식회사,2018-12-21,Method for controlling heater of car seat,B60N-002/56 | G05D-023/19, The control method of the car seat heater according to the working example of the present invention is equipped with the step of starting the controller is the control about the heater the command activated is inputted: step of determining the input or not of RST which resets the step: (C) controller that load in order to reach the object temperature of top is the object temperature of the top through switch: and step of reseting (D) controller is the object temperature of the top of sheet according to the object temperature RST of top. ,3520084000784
폭스바겐 악티엔게젤샤프트,2017-06-28,METHOD AND DEVICE FOR ADJUSTING AT LEAST ONE FIRST MOVEABLE SEAT ELEMENT OF A VEHICLE SEAT,B60N-002/02 | B60N-002/01 | B60N-002/04," The present invention relates to the method for the adjustment of mobile one or more first seat member (2) of the vehicle seat (1), and in the method, the graphic primitive (10) of the vehicle seat (1) controlled including one or more graphic primitive (20) of the first seat member (2) is displayed on the display region (13). The first and the second switch element are displayed for the adjustment of the first seat member on the display region (13). In this case, the first switch element includes the first graphic arrow element (21). The second switch element includes the second graphic arrow element (22). And arrow elements show the opposite directions for the movement of the first seat member (2). The control signal is generated in the operation of the first switch element (21). The first seat member (2) is moved with the control signal to the first direction (A). At the same time, the graphic primitive (20) of the first seat member (2) is moved. Moreover, the present invention relates to the apparatus for carrying out such method. ",3520082000310
(주)명하테크,2018-05-09,Bracket for fastening baby seat,B60N-002/28," The present invention relates to the infant sheet bracket for contracting which fixes the baby seat as the infant sheet bracket for contracting which mounts the baby seat to the vehicles and supported to the simple structure more specifically, even when nots transforming the existing seat back frame and it supports and along with this mounts the infant sheet to all vehicleses regardless of the kind of the vehicles, and in order not to be interfered in the seat when screwing in the back seat center the bracket (100): consisting of the main body (110) in which the wing portion (130) is protruded to the either side and the linkage (300) connecting to a pair of car ISO-FIX loops (1) respectively equipped in the bracket with the rear seat left side and right side of *** vehicles and fixes the baby seat on the seat center the linkage fixing groove (131) the linkage (300) are jointed and are fixed with more in ***: wing portion (130) after doing the formation. It is characterized to screw so that the left side seat the right side seat uses the linkage (300) among the car ISO-FIX loop (1) formed respectively in the back seat either side seat for the right side ISO-FIX loop for the left side ISO-FIX loop and the bracket be positioned at the center seat. ",3520072001307
대원산업 주식회사,2018-04-18,Folding apparatus for headrest and seat sinking system,B60N-002/841 | B60N-002/30," The invention relates to the headrest folding apparatus and the sheet thinking system which the conveniently folds the headrest in the when necessary sheet and enhances the efficiency of inside space of the vehicles. And at the center of the rotary shaft of the rotation the force of restitution acting is uniformly distributed at left and right in the rotation in the locking state of the rotation the rigid frame installed at sheet, the rotation installed at the headrest the rotation is installed in the rigid frame the rotation is possible, the folding-jointed elastic spring, and the locking device for selectively locking the state where the rotation develops based on sheet are included, the locking device can be installed. As to the folding-jointed elastic spring, the force of restitution is formed into the direction in which the rotation is folded based on sheet. ",3520072001247
(주)현대공업,2019-08-05,MESH LAYERED CAR SEAT CUSHION HAVING DIFFERENT HARDNESSES AND MOLD FOR MANUFACTURING THE SAME,B60N-002/70 | B29C-033/00 | B29C-039/22," The present invention relates to the multilayer this hardness damping body used for the vehicle seat, and the multiple network/multi-network (60) in which multiple support filaments (62) are comprised is laminated at the upper part of the foam (10) forming the damping body main body between a pair of superficial layer nets (61). The foam (10) and multiple network/multi-network (60) act as the respective hard part and soft segment. The marked permeability and resilience can be given to the multilayer this hardness damping body for the vehicle seat through the invention. And the amenities and comfort of the vehicle seat can be therefore conspicuously improved. ",3520062001341
주식회사다스,2018-10-31,BRAKE DEVICE OF RECLINER FOR VEHICLE'S SEAT,B60N-002/22 | B60N-002/20," The present invention discloses the braking apparatus of the recliner for the vehicle seat which excludes the generation of noise by the tension of the between parts by directly setting the fixing potion about the steering wheel to the drum and reducing the cumulative tolerance of the between parts and it sets up the supporting structure of the socket about the fixing potion of the steering wheel and can prevent the secession about the fixing potion. The braking apparatus of the recliner for the above-described vehicle seat comprises the steering wheel (100) installed outside the drum (200), and the socket (300) installed inside the drum (200), the steering wheel (100), and the body portion (210) includes the spring (400) installed between the drum (200) and socket (300) and the steering wheel (100) includes the second hook portion (150) for bond with the boss portion (340) of the first hook portion (140) for bond with the bend rim part (220) of the drum (200) and socket (300) and in which the socket (300) includes the step groove part (344) formed in the boss portion (340) for bond between the first seating surface (331) for supporting the inner circumference of the first hook portion (140) and the second hook portion (150) and which the drum (200) forms the bend rim part (220) on one end for bond with the first hook portion (140). ",3520054000844
주식회사다스,2018-10-31,WALK-IN MEMORY APPARATUS FOR SEAT OF VEHICLE,B60N-002/08 | B60N-002/07," The present invention discloses the memory device which is the work of the vehicle seat which can prevent the lost according to the external separation of part with preventing the outside exposure of part in the operation which is the work through the development of the tool which is the mobile work with the pullout rail. It is installed within the vehicle interior and the memory device which is the work of the above-described vehicle seat includes the mounting rail (10) equipped with multiple locking grooves (12) according to longitudinal direction, the pullout rail (20) mobiling is installed according to the mounting rail (10) and is equipped with multiple locking grooves (12) according to longitudinal direction, the memory guide rail (14), the memory locking lever (40), and the cog wheel (60) which the rotation can restrict with the memory locking lever (40) after it mobiles being kept in custody and operating with the memory locking lever (40) and it is possible to rotate being installed in upper and lower direction about the pullout rail (20) about the locking plate (50) and the pullout rail (20). The cog wheel (60) further includes multiple sequential rotation equation linkage wheels (64) which are possible to rotate are installed on the coaxial about the pullout rail (20) and successively rotate the interfacing architecture water at the intermediation. The memory guide rail (14) is combined in the mounting rail (10) and is equipped with multiple meshing parts (14a) according to longitudinal direction. The memory locking lever (40) is able to rotate is installed about the pullout rail (20) and turns and operates with the operation of the memory interlock mechanism. As to the cog wheel (60) which the rotation can restrict with the memory, bond toward the locking groove (12) of the mounting rail (10) is controlled and being equipped with the geared tooth-shape part (62) in the meshing part (14a) of the memory guide rail (14). ",3520054000845
현대트랜시스 주식회사,2019-05-28,SEAT RECLINER FOR VEHICLE,B60N-002/235 | B60N-002/225," It is protruded to upward in the central part so that multiple guide units be extended to the inside of the penetration hole formed in the central part of the control part is the second flange the input member in which the fixing unit connected with the connecting part is formed is included. In the connecting part is the outside of the input member, it introduces the seat in vehicle recliner protruded to upward. ",3520054001060
주식회사 브랜뉴인터내셔널,2019-08-09,CAR SEAT FOOTHOLD WITH IMPROVED EASE OF USE,B60N-002/26 | B60N-003/06," The invention relates to the rotational structure in which the part which and highly controls the angle with the stage of the existing car sheet stage is simple. And while being made there is no configuration of supporting. The edge underlayer the external force is easily damaged or the abrasive phenomenon is generated and the lifetime is short and the stable support of the poultry ring is difficult. In case of the limit being in the height control width of stage and nots getting on the body of I I feel the inconvenience and the practicality can be decreased. The car seat for baby directly contacts with each other with the sheet of the vehicle seat and the sheet is installed and the sheet is comprised of the stage body portion the problem that the damage including the person etc. occurs is improved it is pressed by the vehicle seat sheet, the car sheet bottom supporting frame, and the vehicle seat protection pad part. In that way it can set up so that the angle adjusting and height control of stage are easily set up and the foot of I siting down on the car sheet be comfortably supported. The tuning width of the stage height control is widely formed and the height of stage is varied with the continuously according to the physical growth of I and the children in which the car sheet is needed comfortably can use from the babyhood as 1:1 customized height control. The stable structure is formed and it is supported in the stage use without the shaking and stage can maintain that I am comfortable It has a purpose to provide the car sheet stage improving the use convenience improving the lifetime of the product the damage and abrasion generation are minimized although the external force is applied in stage. ",3520054001139
주식회사 에이에스티,2019-10-14,manufacturing equipment OF car Seat frame,B62D-065/14 | B60N-002/68 | B62D-065/02," The invention relates to the manufacturing device of the vehicle seat frame, especially, it relates to the manufacturing device of the vehicle seat frame binding the wave iron crossing the vehicle seat frame without the welding. ",3520054001180
현대트랜시스 주식회사,2018-05-02,SEAT RECLINER FOR VEHICLE,B60N-002/235 | B60N-002/22 | B60N-002/225 | B60N-002/68," It is comprised of the multiple guide units is the multiple lock gears, *** which is arranged in the central part of the first flange and it pressurizes the inner ending part of the multiple lock gears according to be rotated and, the control part which is arranged in the upper side of *** and multiple lock gears and, and the second part. And the outer circumference of the second part is inserted into the combining hole of the Seat frame and the second flange uniting with the Seat frame is introduced the seat in vehicle recliner included. As to the multiple guide units is the multiple lock gears, is slid according to guide projection is formed in the upper side the lower-part is settled in the guide space it is located in the columnar direction and it is formed and it is arranged at the guide space of the first flange: first flange in which the interval of the guide unit the guide space is formed, the guide unit to the inside and outside and the external hemorrhoids is formed in the outer end. As to *** which is arranged in the central part of the first flange and it pressurizes the inner, the lock gear is slid to the outside. As to the control part which is arranged in the upper side of *** and multiple lock gears and, the guide slit in which the guide projection of the lock gear is inserted and guiding the guide projection is formed. The second part is formed in upper part and covers the guide slit outside of the control part in top if it makes of the first part and the first part covering the top of the lock gear or the guide unit. ",3520054000636
현대트랜시스 주식회사,2018-05-02,SEAT RECLINER FOR VEHICLE,B60N-002/22 | B60N-002/225 | B60N-002/235," It introduces the seat in vehicle recliner including the insertion part consisting of the first flange multiple lock gears are shape extending along the central axis of the second flange and the control part: second flange: first flange, ***, the control part and the second flange, successively, the end part after doing penetration is the outside of the second flange the exposed input member, and the supporting part. As to the first flange multiple lock gears are shape, it can be rotated relatively it is combined with the first flange while covering the control part and the penetration hole is formed in the central part so that the central part of the control part be exposed by the outside. Guides inside and outside sliding of the lock gear it is arranged on the top of the arranged first flange: lock gear and *** according to the around *** it is settled in the central part *** is rotatable. The supporting part is inserted in the upward of the second flange to the penetration hole of the second flange and supports the exposed central top of the control part while attaching the outside surface part, supported in the inside side part which becomes in the exposed circumferential surface of the end part of the input member with the hanging tightening, and the penetration hole periphery side of the second flange the inside side part and outside surface part interval. ",3520054000637
현대트랜시스 주식회사,2018-05-17,SEAT RECLINER FOR VEHICLE,B60N-002/225 | B60N-002/02 | B60N-002/235," The flange, the gear plate, the input member who is located inside the penetration hole of the gear plate and rotates with the shaft, it is arranged in order to be located in the intervening space one side of the penetration hole and input member to each other. By being sandwiched in between the penetration hole and input member it digs with the first the input member and gear plate are made eccentric and it digs with the second, and the wedge are introduced the seat in vehicle recliner included. As to the flange, the cure by internal treatment is formed in the inner circumference. As to the gear plate, it is located inside the flange and the external hemorrhoids is formed in the outer circumference and the external hemorrhoids is engaged with the cure by internal treatment a part of the flange in the state made eccentric with the flange and the penetration hole is formed in the central part. As to the input member who is located inside the penetration hole of the gear plate and rotates with the shaft, torque is inputted. As to the wedge, it earns to dig with the second and it digs with the first by being inserted between the end part which is in opposite directions it digs with the second it digs with the first the active force which digs with the second is delivered to the middle any one is delivered to the rest one through the input member. It digs with the first. ",3520054000653
현대트랜시스 주식회사,2018-07-27,APPARATUS OF VENTILATION FOR SEATS OF VEHICLE AND VARIABLE TYPE VENTILATION SEATS USING THEREOF,B60N-002/56 | B60H-001/00," The fan outlet of the vehicle seat comprises the main duct in which one end is connected to the blower and in which the other end part is connected in the Seat frame and circulating air, one end is the other end part of the main duct, and the connection duct which is connected and the other end part is connected to the seat pad and circulates air between the main duct and seat pad although it is formed with the crinkle pipe shape in which length is varied and the separation distance between the seat pad and the Seat frame change. ",3520054000767
박귀동,2019-10-14,manufacturing equipment OF car Seat frame,B62D-065/14 | B60N-002/68 | B62D-065/18," The invention relates to the manufacturing device of the vehicle seat frame, especially, it relates to the manufacturing device of the vehicle seat frame used for the assembly of the driving shaft connected to the recliner unit installed in both sides of the vehicle seat frame. ",3520044001521
주식회사 용산,2018-04-30,"head rest for car seat having diversion apparatus, car having the same and method of using the apparatus",B60N-002/879 | B60H-003/00 | B60N-002/56 | B60W-040/08 | B60W-040/10 | B60W-050/16," Disclosed is the vehicle and distraction apparatus operating method including sheet and the vehicles seat headrest and this headrest which includes the buffer material which is puts between the passenger body and case while being made in order to surround at least a part of the case consisting of the stay comprised the well-known family supporting the headrest itself on sheet as the connected part, and the outer case and the inner case, and case and it includes the aroma diffuser ejecting the perfume substance which operates with the electric signal while it is installed to be adjacent to the air outlet of the blower fan, operated as the refreshing apparatus in the case inner space to the electric signal and fan and is built in and is made. The outer case and the inner case is separable from reciprocity is formed while forming the internal space while surrounding the stay in stay front and rear side. According to the invention, in the inside-vehicle the refreshing apparatus, the passenger activates from the arbitrarily or it activates from the automatically according to the program determined in consideration of the transport condition etc. and the mood of the passenger is improved or it can convert. The amenities about the vehicles can be heightened. ",3520072001285
주식회사 대유홀딩스,2018-03-15,SEAT BACK FOLDING ASSISTANCE DEVICE FOR VEHICLE,B60N-002/30 | B60N-002/20," The invention relates to the seat back for automobile folding auxiliary device, more specifically to the seat back for automobile folding auxiliary device it is facilitated that the user folds the seat back or the user sets by being circulated to the setting position forming the user the seat back in case the operation is the seat cushion and the fixed acute angle the lever automatic and for preventing with the stopper that the seat back is shaken from the setting position vicinity to top and bottom repetition with elasticity and rotating inertia. As long as the seat back for automobile folding auxiliary device according to the present invention is fixed to the back-end both ends of the seat cushion it is characterized by the fixing braket of pair, the springback means rotating the rotary bracket at the state where the seat back is supported in a pair of fixing brakets at setting position forming the seat back by the rotary bracket of pair and the folding operation means: which it cancels restriction it restricts the rotation of the rotary bracket it is operated by the operation of the user and elasticity release force is the seat cushion and the fixed acute angle, and the stopper means as to the seat back for automobile folding auxiliary device for assisting in order to fold the seat back of the vehicle the seat cushion and it sets on the opposite direction to include. As to the springback means, the rotation of the rotary bracket is released with the folding operation means is respectively connected pivotally. The stopper means restricts the rotation of the rotary bracket so that it prevent that the seat back is shaken from the setting position vicinity to top and bottom repetition with the elasticity of the springback means and rotating inertia of the rotary bracket. ",3520042000633
주식회사 대동시스템,2018-11-13,Car seat lumbar support unit,B60N-002/66 | B60N-002/02 | F16H-055/22," The present invention relates to the rhumba support unit for the vehicle seat, and by isolating the seat back rest is controlled by the angle which is suitable to the operator. It comprises so that power be delivered to the location which does not comprise the gear-box and motor with one unit into one body and is separated from each other. In that way the convenience for a driver nature is improved. Also it has the effect that it smoothly sets up in the small/narrow space of the vehicle seat inside without the other part and interference rise the upper bracket and lower bracket with the access. ",3520042000951
주식회사다스,2013-07-25,DIVE PIVOT DEVICE OF VEHICLE SEAT,B60N-002/36 | B60N-002/02 | B60N-002/20 | B60N-002/22," The present invention relates to the dive pivot device of the vehicle seat, and it is characterized to include the set bracket having the penetration hole, the dive link, the link shaft connecting the dive link to the set bracket, the connecting member for uniting the dive link with the set bracket, and the tension null washer for reducing. As to the set bracket, the burring portion is formed. As to the dive link, the fitting hole connected in the penetration hole is formed in the other end part. The tension null washer for reducing is generated the link shaft is diverted to the axial direction. Therefore, it can prevent the shaft has. That the dive link is flown to the axial direction of the shaft the tension null washer having elasticity is equipped between the set bracket and connecting member. In that way. ",3520042000109
애디언트 룩셈부르크 홀딩 에스.아 알.엘.,2016-03-07,The lock unit for the vehicle seat and vehicle seat,B60N-002/015 | B60N-002/36 | E05B-077/40 | E05B-085/24 | E05B-085/26," The invention comprises this lock unit is the opening position it is about the lock unit (10) for the vehicle seat (1) and the lock pawl (80) having the holding contour (27) it is mounted in the closure space between positions around the pivotal axis in order to be able to circle and for sticking the safety bolt (12) to and, the closure position in and, the closure position. In order to be able to circle one or more claws (90, 91, 92) which is offset about the lock pawl (80) the shaft is mounted around the same pivotal axis. And here claws (90, 91, 92) have the closure contour (25). And the here the lock pawl (80) can be circled to the closure position with the closure contour (25) working with the safety bolt (12) from the opening position. ",3520042000539
온순건,2019-08-23,Baby car seats,B60N-002/28 | B60N-002/30, The invention relates to the invention which the car seat for baby is pivotally assembled as to the car seat for baby mounted on after thermal seat of the vehicles as the car seat for baby in the backsurface bracket supporting the back of a chair of after thermal seat of the vehicles and it is reclaimed in order to be concealed inside the back of a chair of after thermal seat or is comprised so that the horizontal feed is possible it be exposed on the fixed seat in order to be possible in the back of a chair with loading or unloading. ,3520032001482
주식회사 대유홀딩스,2018-04-27,COLLAPSIBLE AUXILIARY SEATS FOR VEHICLE,B60N-002/30," Disclosed is the invention about the car folder type support seat. The disclosed car folder type support seat: the base frame installed at the supporting frame equipped in the indoor of the vehicles, the Seat frame which is equipped on the top of the base frame and, the first support link, and the second support link are included. It is characterized by the base frame to curve be shaped to ㄴ shape. As to the Seat frame which is equipped on the top of the base frame and, the support seat part is mounted. The first support link is connected for support in one side of the Seat frame to the first concatenated shaft and is connected for support in one side of the Seat frame to the second connection shaft. The second support link is connected for support in the other side of the Seat frame to the third connection shaft and is connected for support in the other side of the Seat frame to the fourth connection shaft. ",3520024000857
주식회사 대유홀딩스,2018-04-27,COLLAPSIBLE AUXILIARY SEATS FOR VEHICLE,B60N-002/30," Disclosed is the invention about the car elasticity folder type support seat. The disclosed car elasticity folder type support seat: it is characterized to include the base frame, the Seat frame which is equipped on the top of the base frame and, the first support link, the second support link, and the hinge position healing branch. As to the Seat frame which is equipped on the top of the base frame and, the support seat part is mounted. The first support link is connected for support in one side of the Seat frame to the first concatenated shaft and is connected for support in one side of the Seat frame to the second connection shaft. The second support link is connected for support in the other side of the Seat frame to the third connection shaft and is connected for support in the other side of the Seat frame to the fourth connection shaft. The hinge position healing branch is connected to the base frame and the second connection shaft and maintains the foldable state and state of outstretched of the support seat part through the Seat frame. ",3520024000858
주식회사다스,2013-08-30,Locking device for seat in vehicles,B60N-002/20 | B60N-002/32 | B60N-002/36," The locking device of the vehicle seat which actively can exclude the generation of the abnormal noise according to the contact with preventing the tension of the between parts through the offer of the additional reaction force about the fastened part of the latch and Stryker Corporation lice and can reduce the operating force which need in the locking process of the Stryker Corporation lice and latch by setting up the point of time of offering of the reaction force provided to the fastened part of the Stryker Corporation lice and latch after the locked state of the striker about the latch are disclosed. The locking device of the above-described sheet comprises the latch plate (20) which is able to rotate is installed about the base plate (10), and the latch plate (20) It is installed in the location separated from the latch plate (20) about the base plate (10) is able to rotate, the linked lock plate (30), and the lock plate (30), and the cam plate (40) which allows the interlocking relation with the lock plate (30) in the specified range it restrictives It is installed in the state sharing the hinged bearing about the base plate (10) it is able to rotate, and the cancel lever (50) which limitedly makes the rotation of the cam plate (40) possible it operates with the lock plate (30) It is installed in the location separated from the cam plate (40) about the base plate (10) it is able to rotate and the spring bar (60) which is installed at the base plate (10) and changes the support point through the pressurized by the cam plate (40). ",3520022000117
이종명,2018-05-14,GEARBOX ON VEHICLE SEAT ADJUSTMENT RAIL,B60N-002/07 | B60N-002/02 | B60N-002/06 | F16H-055/22," The present invention relates to the gear-box installed at the vehicle seat control rail. The gear-box according to the present invention is composed of the worm wheel and worm shaft is the different material it is characterized by the first bush boss portion are installed the empty space exists between the tooth-shape part of the worm wheel and boss portion of the first bush the second bush consisting of the lead screw installed at the inside-vehicle, the first bush having the projection, and the sintering material it has the projection inserted between the saw blade of the tooth-shape part of the worm wheel it is installed between the boss portion and housing of the first bush is included. And characterized by the first bush to be made of the polyphenylenesulfide. And the second bush has multiple projections. It is characterized by multiple projections to be inserted into each space existing between the saw blade of the tooth-shape part of the worm wheel. And the second bush is installed at both ends of the worm wheel The first bush having the projection is inserted into the groove portion of housing it is installed between the boss portion and housing. It is characterized by the projection of the second bush installed at both ends of the worm wheel to be inserted into the same space between the saw blade of the tooth-shape part of the worm wheel. And it is characterized by the second bush to be formed longer than the length of the boss portion of the first bush. And the second bush can be combined in the worm wheel. It is characterized to be together rotated as the worm wheel rotates. ",3520014000232
현대트랜시스 주식회사,2018-09-04,Skirt apparatus for vehicle seat,B60N-002/58," The invention relates to the skirt apparatus of the vehicle seat. And it has the purpose of being principal to provide the skirt apparatus improving the sheet outside in order to take care of the sheet lower part in the rear surface it is installed and part or the apparatus of the sheet lower part is hidden. To achieve the above object, disclosed are the skirt which is installed in order to cover the sheet lower part which is arranged in order to be extended to the lower side in the seat back and includes the seat cushion rearward and is installed in order to be combined in the back board bottom part of the seat back and it circles around the seat cushion rearward and the skirt apparatus of the vehicle seat which includes the skirt cover fixed at the lower part of sheet so that it become the state that is located to the lower side of the skirt and always surrounds the skirt lower part. ",3520014000282
